content,score
pencarian driver lama bgt anj,1
gojek sangat membantu,5
ada iklan judol,1
sangat membantu bagi yang belum bisa beli montor,5
bagussss,5
"benar benar mengecewakan. tidak bisa mengcancel orderan, padahal driver sama sekali tidak jalan. saya sudah menunggu hampir 1 jam tapi tidak ada hasil. tidak bisa mengcancel, driver tidak bisa dihubungi, customer service tidak bisa membantu.",1
"aplikasi gak jelas, saya sudah tunggu 2 jam belum dapat driver buat oick up makanan saya, padahal saya udah bayar pake Gopay. mau batalin pesanan saja nunggu 1 jam lebih, giliran pengaduan yang jawab komputer dan gak bisa ngasih jalan keluar yang konsumen mau. jeleeekkkk pelayanannya",1
ok,5
gofood di gojek sekarang lama. sangat kecewa. saya sarankan tidak usah pakai aplikasi ini,1
"gojeg emang bagus, mantap harganya juga murah",5
fitur chat dengan driver gofood sering pending.. tolong diperbaiki,4
tepat waktu dan Driver nya Ramah,5
gojek cukup baik pelayanannya,5
sangat mudah biar banyak orderan,5
"mau batalin pesanan gegara driver gaada yang ambil masa nunggu 1 jam tolol banget, orang laper keburu mati",1
mantap,5
"Min tolong dong ini gopay/gojek aku, tiba' saldo aku kepotong nth pembayaran gajelas, itu cara aman untuk pembayaran yang otomatis gmana ya?",5
apk GK bisa di cancel,1
sangat terbantuh si cuma kadang susah ganti alamat,5
mantab,5
sangat membantu,5
aplikasi publik yg baik..,5
semakin ok,5
"pelayanan paylater nya kurang bagus, padahal sya selalu bayar tagihan tapi malah diblokir",2
ok,5
memuaskan 👍🥰,5
"aplikasi yang paling the best pokoknyaaa, banyakk promo dan diskon cuyyy😙😆, dowload aplikasi ini ajaa🤗🤗",5
Sangat membantu dan mempermudah apa yg kita butuhkan,5
"baik. gojek, memudahkan kita pergi kemana saja dengan cepat dan aman",5
"untuk gofood perlu dibenahi, sudah menunggu 1 jam lebih tidak ada driver, juga kalau mau membatalkan harus nunggu 1 jam??? padahal resto belum menyiapkan makanan. buang2 waktu",1
sangat puas,5
"susahnya cari driver disini, susah banget!! padahal pas liat peta ada banyak driver disekitar saya!!",1
sangat sangat membantu,5
apakah ada yg sama seperti saya kena tipu cs abal² di Dm IG gopay.. trs klik link yg ujung² nya malah pembelian pulsa 1jt di toko pedia pembayaran nya lwt gopaylatte.. bodoh nya 😭😭😭,5
"semoga ini di baca oleh admin. Bug ini merugikan saya dan driver di mana titik jemput dan tujuan selalu terbalik, lambang jemput itu panah hijau ke atas dan tujuan titik merah tapi setelah memesan sistem membuat nya terbalik dimana jemput jadi tujuan dan tujuan jadi titik jemput. PERBAIKI",1
"CS mu mending kau ganti jgn pake robot, sangat2 tidak membantu",1
"sekarang gojek app agak aneh, suka kepesen sendiri, pesanan driver tiba2 hilang jadi harus pesan lagi jadi kasihan sama driver yg udah effort otw. mohon di optimalkan lagi",2
tidak. bisa di batalkan setelah 2 jam menunggu,1
estimasi ga tepat waktu. kalo emg gada driver ya tolong sediakan pembatalan pesanan. jd ga nunggu lebih lama,1
membantu dalam aktivitas dan efisien makasih,5
"kalau jelas ngga dapat driver untuk pesan makanan, kenapa dibatalin ngga bisa ? dan itu lama sekalii untuk pembatalan saja toh resto juga belum menyiapkan makanannya kenapa ngga bisa di batalin? sangat merugikan......",1
sering2 prmo ya awokawok,4
"aku bantuin jadi pembasmi bug , biar kamu ga sendirian.",5
sangat membantu,5
aplikasi aneh banget: setiap pesan selalu diarahkan ke rute biasa. padahal harus lewat toll. sudah berkali-kali difrank. pada saat diedit tarik-nya ngak rasional..,1
Aplikasi yang sangat bagus sangat memudahkan,5
cepat sat set saya utk gofood,5
sangat membantu,5
Gud,5
aplikasi yg sangat membantu sekali di saat urgent,5
mempermudah perjalanan,5
mantap,5
sangat membantu,5
bagus,5
mantul,5
sabgat bagus,5
saya berharap perusahaan Gojek dan para driver nya selalu disiplin dijalan dan menjaga keselamatan serta menghormati penumpangnya. terima kasih.,5
Driver menolak hujan jemput.. Menerima gacor lama banget melulu.. Selamat berduka cita aplikasi gojek,1
aplikasinya kurg bagus driver ga kebaca di aplikasi,1
ga ada lagi Spotify premium,1
oke,5
ganteng hehehe,5
"sangat mudah, efisien, dan memudahkan dalam transportasi",5
top markotop gojekkkk,5
sangat membantu 👍👍👍,5
cepet sat set....makasyiiii,5
bagus cocok di pakai,5
Alhamdulillah... terimakasih ya.,5
sangat baik,5
bagus,5
penjemputan nya cepat dan driver nya ramah.gojek semoga sukses selalu,5
ok,5
Solusi dari CS nya sangat tidak membantu.,1
TOP,5
sangat bagus ramah ramah Pengemudinya,5
"terima kasih, suka dengan goride jika ga ada sepeda, gofood buat yang males keluar rumah. Pokoknya terima kasih.",5
tanpa menunggu lama dan cepat pengantaran,5
dari sekian apk pesan makanan cuma gojek yang paling lambat lelet sering lewat jauh dari estimasi,3
"masa iya bisa batalin pesanan setelah 1 jam kalau ga dapat"" driver, ya pikir aja lah anjir ada orang yg ga bisa telat makan lama lama dan disuruh nunggu 1 jam untuk bisa batalin, dan itu pun belum tentu dapet driver lagi, coba pikir lah kocak kalo ada orang yg punya asam lambung dan ga bisa telat makan",1
praktis,5
"oke udh bener, saya kasih 5 bintang. Terima kasih perbaikannya",5
makasi,5
kok tiba² mesen gofood mau make coin promonya gak bisa di pake ya mohon jelaskan itu bug atau gimana,5
good,4
mantapppp,5
good,5
"drivernya langka, dapat yang jauh jauh, parah......",2
terbantu,5
"gojek ini csnresponnya sangatt amat lambat, saya ada kendala tapi tidak ada jawaban apapun dari cs, dan hanya meminta menunggu respon dari cs yg ga kunjung dibalas2",1
ok bgt,5
mantap,5
TOLONG JIKA SUDAH KONFIRMASI DARI RESTO SUDAH MENYIAPKAN MAKANAN YA HARUS DISIAPKAN MAKANANNYA DRIVER DATANG LANGSUNG BISA DIANTAR TIDAK NUNGGU LAGI PROSES MASAKNYA SUDAH BERKALI KALI PESAN PELAYANAN MASIH SAMA. PESANAN LAMA DIBUAT DRIVER NUNGGU DI RESTO LAMA DIBATALKAN TIDAK BISA COSTUMER SERVICE KOMPUTER GAK BISA KOMPLAIN GAK BISA PEMBATALAN SECARA MANUAL BY COSTUMER SERVIS SANGAT TIDAK MEMBANTU DITAMBAH LAGI SEKARANG ONGKOS KIRIM TERLALU MAHAL,1
pertahankan kualitas & promonya 😅👍🏽,4
saya kasi bintang 1 dlu. Karena saya kecewa. terkadang pencarian alamat tida ketemu. di tambah. gojek ada yg menolak,1
Buruk,2
mantap,5
simple,5
sangat membantu,4
mantap,5
buset beli pls yg 5ribu bayar nya sampe 8 ribu biaya adminnya malah banget. gak sesuai iklan,1
layanan bagus kak,5
mudah mendapatkan driver,5
aplikasi sangat membantu...perjalanan kemana aja...bisa,5
bagus,5
sangat membantu masyarakat,5
"terimakasih gojek,apalikasi ini sngat membantu bgi kaum kmi yg g bisa naik motor,bisa kmn2,bisa jajan apa aja.jd tdk usah merepotakan orang2 yg disekitar.sehat panjang umur gojek",5
setiap pesen pagi2 buat berangkat kuliah selalu lama dan dapatnya yang jauh padahal drivernya banyak,3
Selalu jadi andalan ketika ke rumah,5
"aplikasi nya makin ribet harus pakai selfie-selfie segala lagi, trus payah lagi selfie nya, dicoba 3 kali tapi tidak bisa..",1
okesi,5
sangat membantu,5
sangat membantu,5
jadi praktis mau pergi ke mana aja,5
driver baik dan ramah,5
"punya driver belagu amat udah sampe malah dicancel,ga mikir apa orang bakal telat?",1
memuaskan,5
selalu menjadi transortasi andalanku,5
hidup didesa tak petnu serba online kemana mana hanya pemborosan dgn harga2 buatan orang kota,1
kirain naik gocar tarifnya udah sama tol. mahal bamget sumpah,1
gabisa di gunakan,1
jos,5
Sangat flexible dalam beraktifitas dan sangat membantu dlm perjalanan,4
Selalu tepat waktu,5
diskon dan voucher hanya iklan PHP,3
khusus kalau jam 03-05 driver nya pada gak niat kebanyakan driver nya yg cancel,1
Hebat ba'da Subuh sdh bs anterin penumpang... semangat Pak,5
semalem ada krodit tapi bingung ngubungin cs gojek pake nomer yang mana karena banyak,3
cepat dan aman sampai tujuan,5
oke,5
ok,5
keren,5
potongannya terlalu besar kasian drivernya. paling gak tega pake hemat,5
"aplikasi saya tidak bisa di buka, padahal sering online",2
apk aneh bnyk bug,1
sangat di pahami.... ok,5
padahal jaringan kenceng tapi waktu mau mesen alesannya jaringan mati ngga jelas ni gojek padahl apl lain lancar jaringanya,1
sangat puas dengan aplikasi gojek,5
good,5
oke .. sering pake go food mlm hr,5
mantul,5
ga bisa login,1
topdeh,5
bagus,5
"kurang lengkap fitur pembayaran Go transit berupa KAI lokal, kai whossh , kai cargo ,KAI LRT ,MRTdan kereta cepat bangsawan merah putih..",1
sorry bintang 1 karena rata2 driver gocarnya pada belagu. tolong kebijakannya ya!,1
sangat membantu dan memudahkan dalam semua kebutuhan,5
tepat waktu dan ramah,5
"sangat membantu ad, n Gojek",5
driver gojek baik2 semua,5
Good promo,5
gofiod ndak bisa di cancel. nunggu udh lama banget. menghambat kerjaan,1
sangat membantu saat perlu kendaraan untuk travelling atau keperluan lainnya seperti kirim paket.,5
ga suka kalo mau pesan makanan terus eror eror,1
"sorry banget gojek, fitur gofood pelayanan jelek banget. percuma dikasih opsi pengiriman express, ekonomi dan hemat tapi pelayanan sama aja. udah pilih express tetep aja pengiriman telat. terus fungsinya ngebedain layanan pengirimana apaan. mana nggak bisa di cancel.",1
gofood pakai yg express tapi telat itu gimana ???? 😏 hemmm...cuma.maaf ya sm aja .,1
sangat cepat dan amanah..,5
gojek is the best,5
"gojek ini praktis banget makeknya,membantu selama aku kuliah karna gada motor sendiri buat kemana mana pokonya luv banget,but ga sama gofoodnya,kak gofoodnya kok gini si aku dah kelaparan harus nunggu lama dulu pas nyari driver,mana ga bisa di cancel mau beli ke tempat lain pun aku takutt jadi double makanan ku",4
top,5
mahal amat sekarang. fir'aun lu?,1
Mantap,5
"bagus bgt semua ada di gojek,layanan terlengkap respon cs nya jg cepat puas bgt pake gojek bykin promonya kalo bisa mksh gojek🙏🏻😊",5
"aplikasinya kenapa ya? setiap aplikasinya dibuka malah keluar sendiri, terus-terusan begitu. padahal sudah diinstal ulang dan signal bagus, tolong penjelasannya?",2
kenapa laporan saya sudah 11X lapor belum juga selesai sudah 2 hari loh saya tidak bisa narik ini,1
memudahkan saya,5
sitem pelayanan makin ga jelas,1
mantap,5
downgrade,1
knapa ya sering kali pesen gocar tapi selalu kebetulan gokarnya lagi nganter penumpang dlu jadi aga lama nunggunya 😮‍💨,4
"bpk nya baik, mobil nya bersih, tepat waktu, bawanya mobilnya nyaman",5
"puas bet kalsu bisa buka cabang di sulteng, morowali 🙏🤙",4
mantap,5
oke,5
agak mahal yaa...,3
ok,5
aplikasi yang sangat membantu,5
"byk mknan bs di beli di gojek,lengkap...good",5
"Menarik... Pengemudi cukup ramah, bisa dipercaya... Semoga tetep sehat dan Bahagia... 😁😁😁",5
Tidak melindungi hak konsumen,1
pinjaman GO-PAY lunasi sebelum jatuh tempo pas pinjam lagi di tolak parah auto delete. bunga besar. orang amanah di kecewain parah,1
ok,5
"gojek sangat membantu disaat laper dan perjalanan, sukses terus GO-JEK",5
"pesanan yg harus nya bisa cepat,tp gara2 ongkir nya murah,pesanan jadi lama",4
aplikasi eror. mau dapet driver aja susah. minta cencel terus. giliran order lagi udah gak bisa,1
"awalnya diberi diskon banyak, sekarang setelah beberapa bulan gk ada diskon",3
"Driver bisa liat rating sendiri dan customer, tapi customer gk bisa liat rating sendiri gak adil banget",2
Bagus dan cepat,5
mantap,5
aplikasi sampah!! ngutang kaga.. apa kaga.. tiba2 ada chat nagih2 dari indo dana dll..,1
Semoga banyak voucher nya untuk jarak 3-4 KM karena setiap hari kita kerja. Kadang tidak konsisten soal harga,5
"nyaman, aman dan cepat . Bang Ojolnya sopan.",5
good,5
semangat terus ya rekan rekan ojol semoga rezeki kalian tuh lancar terus dan semoga perusahaan gojek nih sukses terus,5
"Sangat Bagus Pelayanan, Pertahankan Jangan Sampe Tidak Bagus",5
ok,4
"pelayanan bagus, motor listrik aman dr polusi",5
terimakasih,5
makasih mas... smg lancaarr,5
terlalu lama menunggu!,2
top,5
good,5
"Top up saldo gopay tidak masuk,chat di jawab robot aja,gimana ini tanggung jawab gojek,bikin takut aja pake gojek uang hilang terus.susah klo ada kendala yang jawab robot.sama aja komunikasi sama patung.",1
sudah top up ke akun yang sesuai tetapi saldo tidak masuk terus top up lagi ke akun yang sama baru masuk saldo nya.. dan saldo awal² saya top up kemanain ya? mau chat cs nya ga bisa apl sampah,1
"saldo gopay tidak masuk, sudah hubungi customer service dan call center ngga Nemu solusinya, hanya di suruh menunggu",1
Tambah lengkap fiturnya mantap,5
oke,5
barusan topup lewat bank bca 313.000 ga masuk pdhal mau nonton buruburu topup tpi kyk gini butuh 2 hari makan duit org balikin duit saya skrg juga supaya yg lain ga kapok pke gopay lg,1
aplikasi ojek online terbaik,5
kenapa drivernya suka banget nolak orderan ya? 🥲,3
mantap,5
saya transfer ke gopay kok bisa tidak masuk?,1
pelayanannya good bgt,5
akhir-akhir ini sering banget muncul notifikasi gojek. Tiap menit ada terus. Tolong diperbaiki,1
"dulu isi pulsa gak masuk, sekarang top up gopay gak masuk tunggu 2 hari kerja, top up gopay bukan untuk tabungan tapi buat transportasi sama isi pulsa, minta tolong yang profesional",1
ulasan saya knp dihapus yah,3
tidak bisa pembayaran melalui transfer bank,1
driver sering tidak menjemput dan tidak mau cancel.. kalau user yg cancel jadi sulit dapat driver..,1
mantap,5
terbaik,5
"parah banget ya? berhari hari untuk verifikasi data gmail ko ga bisa bisa,sdngkan gmail udh bener,yg tercantum itu bukan akun gmail pribadi minta agar di verifikasi gmna cobaaa? hadeeh😇",1
mudah pemakaiannya,5
Gocar sepi sekali. gitu pakai ada pilihan yang harga mahal dan yang harga murah. apa sepi personil gitu radegansari ?,1
ok,5
bikin hepi,5
good,5
to up saldo malah gamasuk,1
"Posisi supervisor klau kosong, gw siap isi 🙏🗿",5
ok banget,5
"kenapa sekarang tidak bisa telpon driver? kalo mau telpon driver selalu tanda ( + ) ga ada nomor telpon nya. kecewa banget karna mempersulit. kalau chat ga di baca driver, di telpon ga bisa. padahal sy pengguna lama gojek. tolong donk di perbaiki, privasi si boleh tapi ini namanya mempersulit yg booking. gimana solusi nya biar bisa telpon driver lagi.",1
Gojek good,5
"bagus banget, cepet lagi kalau laper datang langsung",5
mantap,5
"sangat membantu sekali dalam perjalanan, untuk map nya juga sangat jelas dan tepat menurut saya",5
"trimakasi gojek , sangat membantu",5
"Kenapa tidak bisa lagi menjemput di lokasi yang sering saya pakai? katanya harus max 250m dari lokasi saya. tapi kan titik rumah saya tidak ada di maps, lagi pula titik itu tidak sampai 250m dari lokasi saya. Tolong diperbaiki!",1
Perbaiki untuk biaya tambahan ongkir jadi mahal,1
gacorr lekkkkkk,5
mantap dan pas,5
oke beuhh,5
bagus banget ini aplikasi memper mudah anak yang males bawa motor,5
siip,5
pesen go car nya sangat sulit,1
baguss banget dan sangat murah banyak diskon,5
"Bayar lebih untuk express, jaminan on time, tapi telat, complain cuma dibales pake AI & template CS. Jadi gini cara kalian berbisnis? Kecewa!",2
ok,5
gocar pasti ada jln,5
masak udah lama bertransaksi tapi gopay later sya gak di aktifkan,5
Gojek Miskin.,1
Ini apaaan2 ya? Kenapa minimal pembelian di solo jadi 40k untuk gofood. Tadinya 30k aja besar bgt utk org wilayah jawa tengah... LANGGANAN BIKIN RUGI !! 40k emang harus gofood makan besar sekeluarga ya? Dikira org gofood mau makan besar satu RT ya? Dikira harga makanan semua wilayah sama mahalnya dgn jakarta kali ya mikirnya... mending pindah deh ke grabfood/shopeefood. Kebijakannya utk langganan bulanan lebih masuk akal kyknya utk customer 👎👎👎👎,1
sering lama pencarian driver nya,3
"ganggu bgt tiap search di PS kliknya apa, munculnya gojek terus",1
"wkwkwk, struktur pembasmi bugnya curhat, udah ga bisa bayar orang nih gojek buat pengembangannya ... 🤣",1
cepet dan responsif dan pengemudinya ramah² terutama GoRide nya masukan kalo bisa untuk driver mobil jangan melihat ongkos murahnya dan jangan suka pilih² penumpang mau ongkos kecil atau pun besar ya di tarik,5
fleksibel,4
nice,5
keren,5
"Saya gk bisa login gopay karena no hp lama saya sudah hilang, tidak bisa login dengan cara lain selain otp sms kenapa gak bisa di kirim otp lewat email padahal udah terhubung email",1
pucer nya gak bisa di pakai cuma menjanjikan saja,1
bagus sekali,5
terbaik,5
ok,5
tepat waktu aman dan nyaman,5
meningkat karena pesan update yang sangat informatif. updet 5.39,2
puas dengan Gocar,5
mudah bagus aman,5
Mantap,5
sip mantap,5
"kecewa parahh, tagihan gopay pinjam lunas malah gabisa narik pinjaman lagi. padahal di iklan koar2 kalo bisa pinjam lagi setelah lunas 👎",1
good job,5
paling murah juga paling mudah,5
Sangat membantu keseharian saya,5
Kesel banget sama driver ² sekarang... Ada orderan sering banget dibatalkan... Perlu di disiplinkan driver kalian. Kalo gk niat dari awal gk usah aktif.,3
"Tolong kalo ada restoran yg tutup,, agar di permudah cancel orderannya. Jangan berputar putar ganti driver terus. Malah jadi kendala ,gak bisa order ke restoran lainnya. Itu aja ,trima kasih.",1
tidak mengecewakan..sesuai harapan,5
semakin ditingkatkan,5
oke,5
ramah,5
"dipertimbangkan lg klo mw ttp bisnisnya jalan, driver sampah banyak, order masuk diambil, dijemput ngga, direspon jg ngga, mw saya cancel, driver cancel, mw setan yg cancel jg sama aja tarifnya naik, tlg klo ada driver main2 PM aja, ga niat narik ngapain diaktifin akunnya. maaf saya beralih kembali ke burung biru, lebih mahal gpp, lebih jelas",1
ok,5
bagus,5
yang sabar ya developer wkwk,5
tadi saya baru mencoba menerima telepon dari driver go-ride yang saya buat ordernya tapi Sangat disayangkan sudah pembaruan aplikasi Tapi masih saja belum aksesibel dengan pembaca layar tunanetra pohon perbaikan kembali untuk versi selanjutnya,3
